"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7612","Mobile TC_080:Articles Footer form Republishing policy link @regression","Browser:Google Chrome","Wed Dec 03 06:08:44 UTC 2025","passed","Wed Dec 03 06:08:51 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","8046","Mobile TC_116:Check pagination of all events if present with newest filter @regression","Browser:Google Chrome","Wed Dec 03 06:11:46 UTC 2025","passed","Wed Dec 03 06:11:54 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15731","Laptop TC_056:Articles Filter Applied multiple filter @regression","Browser:Google Chrome","Wed Dec 03 06:07:31 UTC 2025","passed","Wed Dec 03 06:07:46 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","9957","Laptop TC_068:Article newletter invalid email subscription Check @regression","Browser:Google Chrome","Wed Dec 03 06:16:53 UTC 2025","passed","Wed Dec 03 06:17:03 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","14740","Laptop TC_065:Article pagination without filter new button result @regression","Browser:Google Chrome","Wed Dec 03 06:16:24 UTC 2025","passed","Wed Dec 03 06:16:38 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","5611","Mobile TC_078:Articles Footer form successful subscription @regression","Browser:Google Chrome","Wed Dec 03 06:08:21 UTC 2025","passed","Wed Dec 03 06:08:27 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","10002","Laptop TC_157: Footer form YouTube redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:04 UTC 2025","passed","Wed Dec 03 06:15:14 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","7881","Tablet TC_153: Footer form Privacy Policy link @regression","Browser:Google Chrome","Wed Dec 03 06:14:33 UTC 2025","passed","Wed Dec 03 06:14:41 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","19977","Laptop TC_102:Successful Articles submenu Tech Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:07:59 UTC 2025","passed","Wed Dec 03 06:08:19 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","13138","Desktop TC_101:Successful Articles submenu Materials Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:07:31 UTC 2025","passed","Wed Dec 03 06:07:44 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","5362","Laptop TC_112:Successful redirection on all sponsored tag present @regression","Browser:Google Chrome","Wed Dec 03 06:11:03 UTC 2025","passed","Wed Dec 03 06:11:09 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","13415","Mobile TC_093:Successful Articles submenu Marketplace Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:11 UTC 2025","passed","Wed Dec 03 06:15:24 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","24197","Tablet TC_051:Articles Popular button result with five filters applied @regression","Browser:Google Chrome","Wed Dec 03 06:11:10 UTC 2025","passed","Wed Dec 03 06:11:34 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","14247","Mobile TC_090:Successful Articles submenu Interviews Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:14:28 UTC 2025","passed","Wed Dec 03 06:14:43 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","10411","Tablet TC_121:Check pagination of online events if present with Z-A filter @regression","Browser:Google Chrome","Wed Dec 03 06:13:02 UTC 2025","passed","Wed Dec 03 06:13:13 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8127","Laptop TC_146:Featured Events all events  redirections @regression","Browser:Google Chrome","Wed Dec 03 06:13:44 UTC 2025","passed","Wed Dec 03 06:13:52 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","6243","Mobile TC_158: Footer form Instagram redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:23 UTC 2025","passed","Wed Dec 03 06:15:29 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","9218","Tablet TC_123:Check pagination of offline events if present with A-Z filter @regression","Browser:Google Chrome","Wed Dec 03 06:13:24 UTC 2025","passed","Wed Dec 03 06:13:33 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10281","Laptop TC_137:Successful redirection Google Calender of event cards of all events @regression","Browser:Google Chrome","Wed Dec 03 06:11:03 UTC 2025","passed","Wed Dec 03 06:11:14 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","46917","Tablet TC_095:Successful Articles submenu Character Art Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:43 UTC 2025","passed","Wed Dec 03 06:16:30 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","10113","Mobile TC_038:Successful Navigation to all articles submenu @regression","Browser:Google Chrome","Wed Dec 03 06:12:00 UTC 2025","passed","Wed Dec 03 06:12:10 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","9777","Tablet TC_137:Successful redirection Google Calender of event cards of all events @regression","Browser:Google Chrome","Wed Dec 03 06:11:06 UTC 2025","passed","Wed Dec 03 06:11:16 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","13469","Desktop TC_126:Valid Search functionality in Online events @regression","Browser:Google Chrome","Wed Dec 03 06:07:04 UTC 2025","passed","Wed Dec 03 06:07:18 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8220","Laptop TC_081:Articles Footer form Disclaimer link @regression","Browser:Google Chrome","Wed Dec 03 06:08:51 UTC 2025","passed","Wed Dec 03 06:08:59 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","14343","Desktop TC_060:Successful Articles card redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:31 UTC 2025","passed","Wed Dec 03 06:15:45 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","20089","Desktop TC_095:Successful Articles submenu Character Art Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:26 UTC 2025","passed","Wed Dec 03 06:15:46 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","7580","Laptop TC_111:Successful Big Image Banner visbility and redirection @regression","Browser:Google Chrome","Wed Dec 03 06:10:51 UTC 2025","passed","Wed Dec 03 06:10:59 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","7868","Desktop TC_148: Footer form email field validation @regression","Browser:Google Chrome","Wed Dec 03 06:13:52 UTC 2025","passed","Wed Dec 03 06:14:00 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8302","Desktop TC_082:Articles Footer form Privacy Policy link @regression","Browser:Google Chrome","Wed Dec 03 06:08:58 UTC 2025","passed","Wed Dec 03 06:09:06 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","23479","Laptop TC_051:Articles Popular button result with five filters applied @regression","Browser:Google Chrome","Wed Dec 03 06:11:08 UTC 2025","passed","Wed Dec 03 06:11:32 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","90669","Laptop TC_008:Login with LinkdIn redirection link @regression","Browser:Google Chrome","Wed Dec 03 06:08:44 UTC 2025","passed","Wed Dec 03 06:10:15 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","8396","Tablet TC_084:Articles Footer form Facebook redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:30 UTC 2025","passed","Wed Dec 03 06:09:38 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","16825","Laptop TC_103:Successful Articles submenu Ratings Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:08:14 UTC 2025","passed","Wed Dec 03 06:08:31 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","9093","Desktop TC_128:Invalid Search functionality in All events @regression","Browser:Google Chrome","Wed Dec 03 06:07:18 UTC 2025","passed","Wed Dec 03 06:07:27 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","9717","Mobile TC_123:Check pagination of offline events if present with A-Z filter @regression","Browser:Google Chrome","Wed Dec 03 06:13:28 UTC 2025","passed","Wed Dec 03 06:13:37 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","7692","Desktop TC_155: Footer form Facebook redirection @regression","Browser:Google Chrome","Wed Dec 03 06:14:44 UTC 2025","passed","Wed Dec 03 06:14:52 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8827","Mobile TC_077:Articles Footer form email field validation @regression","Browser:Google Chrome","Wed Dec 03 06:08:13 UTC 2025","passed","Wed Dec 03 06:08:21 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","5821","Tablet TC_078:Articles Footer form successful subscription @regression","Browser:Google Chrome","Wed Dec 03 06:08:21 UTC 2025","passed","Wed Dec 03 06:08:27 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","123808","Tablet TC_052:Articles Popular button result with Empty result @regression","Browser:Google Chrome","Wed Dec 03 06:11:34 UTC 2025","passed","Wed Dec 03 06:13:38 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","16994","Laptop TC_028:Successful selected state on Company submenu @regression","Browser:Google Chrome","Wed Dec 03 06:13:34 UTC 2025","passed","Wed Dec 03 06:13:51 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","7706","Tablet TC_004:Successful login with session (company) @regression","Browser:Google Chrome","Wed Dec 03 06:07:46 UTC 2025","passed","Wed Dec 03 06:07:53 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","7396","Laptop TC_004:Successful login with session (company) @regression","Browser:Google Chrome","Wed Dec 03 06:07:44 UTC 2025","passed","Wed Dec 03 06:07:52 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","7101","Mobile TC_151: Footer form Republishing policy link @regression","Browser:Google Chrome","Wed Dec 03 06:14:14 UTC 2025","passed","Wed Dec 03 06:14:21 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","5407","Laptop TC_114:Check pagination of online events if present with oldest filter @regression","Browser:Google Chrome","Wed Dec 03 06:11:20 UTC 2025","passed","Wed Dec 03 06:11:25 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","17210","Desktop TC_154: Footer form Terms of use link @regression","Browser:Google Chrome","Wed Dec 03 06:14:36 UTC 2025","passed","Wed Dec 03 06:14:53 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15253","Laptop TC_086:Articles Footer form YouTube redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:57 UTC 2025","passed","Wed Dec 03 06:10:12 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","7887","Laptop TC_153: Footer form Privacy Policy link @regression","Browser:Google Chrome","Wed Dec 03 06:14:29 UTC 2025","passed","Wed Dec 03 06:14:37 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","24517","Desktop TC_036:Successful redirection on events @regression","Browser:Google Chrome","Wed Dec 03 06:12:58 UTC 2025","passed","Wed Dec 03 06:13:22 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","6072","Desktop TC_048:Successful popular button result @regression","Browser:Google Chrome","Wed Dec 03 06:10:10 UTC 2025","passed","Wed Dec 03 06:10:16 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","23173","Laptop TC_142:Successful redirection ICalender of event cards of offline events @regression","Browser:Google Chrome","Wed Dec 03 06:12:35 UTC 2025","passed","Wed Dec 03 06:12:58 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","43274","Tablet TC_141:Successful redirection ICalender of event cards of online events @regression","Browser:Google Chrome","Wed Dec 03 06:12:33 UTC 2025","passed","Wed Dec 03 06:13:17 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","19189","Laptop @regression TC_009:Login with Twitter redirection link","Browser:Google Chrome","Wed Dec 03 06:09:07 UTC 2025","passed","Wed Dec 03 06:09:26 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","8628","Tablet TC_074:Articles partners Explore buttons redirection @regression","Browser:Google Chrome","Wed Dec 03 06:17:54 UTC 2025","passed","Wed Dec 03 06:18:02 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","6249","Mobile TC_149: Footer form successful subscription @regression","Browser:Google Chrome","Wed Dec 03 06:14:03 UTC 2025","passed","Wed Dec 03 06:14:09 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8201","Tablet TC_080:Articles Footer form Republishing policy link @regression","Browser:Google Chrome","Wed Dec 03 06:08:43 UTC 2025","passed","Wed Dec 03 06:08:51 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","12744","Mobile TC_011:Successful Advertise redirection @regression","Browser:Google Chrome","Wed Dec 03 06:10:02 UTC 2025","passed","Wed Dec 03 06:10:15 UTC 2025","Navbar","functional/3_Navbar/navbar.spec.js","",""
"","17878","Laptop TC_151: Footer form Republishing policy link @regression","Browser:Google Chrome","Wed Dec 03 06:14:11 UTC 2025","passed","Wed Dec 03 06:14:29 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","24532","Desktop TC_142:Successful redirection ICalender of event cards of offline events @regression","Browser:Google Chrome","Wed Dec 03 06:12:35 UTC 2025","passed","Wed Dec 03 06:12:59 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","26073","Laptop TC_078:Articles Footer form successful subscription @regression","Browser:Google Chrome","Wed Dec 03 06:08:15 UTC 2025","passed","Wed Dec 03 06:08:41 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","8473","Laptop TC_061:Articles middle banner visibility and redirection @regression","Browser:Google Chrome","Wed Dec 03 06:07:10 UTC 2025","passed","Wed Dec 03 06:07:18 UTC 2025","All Articles banner","functional/5_AllArticles/bannerAllArticles.spec.js","",""
"","9207","Tablet TC_155: Footer form Facebook redirection @regression","Browser:Google Chrome","Wed Dec 03 06:14:47 UTC 2025","passed","Wed Dec 03 06:14:57 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","51240","Desktop TC_038:Successful Navigation to all articles submenu @regression","Browser:Google Chrome","Wed Dec 03 06:11:55 UTC 2025","passed","Wed Dec 03 06:12:46 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","14010","Laptop TC_062:Successful Pagination Left Arrow visibility and functionality Check @regression","Browser:Google Chrome","Wed Dec 03 06:15:49 UTC 2025","passed","Wed Dec 03 06:16:03 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","103723","Laptop TC_059:Articles Popular button result with Empty result @regression","Browser:Google Chrome","Wed Dec 03 06:13:15 UTC 2025","passed","Wed Dec 03 06:14:59 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","11323","Desktop TC_061:Articles middle banner visibility and redirection @regression","Browser:Google Chrome","Wed Dec 03 06:07:01 UTC 2025","passed","Wed Dec 03 06:07:13 UTC 2025","All Articles banner","functional/5_AllArticles/bannerAllArticles.spec.js","",""
"","10588","Tablet TC_130:Invalid Search functionality in Offline events @regression","Browser:Google Chrome","Wed Dec 03 06:07:57 UTC 2025","passed","Wed Dec 03 06:08:07 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","14239","Laptop TC_006:Login with Xsolla redirection link @regression","Browser:Google Chrome","Wed Dec 03 06:08:08 UTC 2025","passed","Wed Dec 03 06:08:22 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","13900","Laptop TC_064:Article pagination with single filter popular tab and pagination check  @regression","Browser:Google Chrome","Wed Dec 03 06:16:10 UTC 2025","passed","Wed Dec 03 06:16:23 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","15483","Tablet TC_089:Successful Articles submenu News Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:14:03 UTC 2025","passed","Wed Dec 03 06:14:18 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","55881","Desktop TC_100:Successful Articles submenu Gamedev Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:07:18 UTC 2025","passed","Wed Dec 03 06:08:14 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","13973","Mobile TC_064:Article pagination with single filter popular tab and pagination check  @regression","Browser:Google Chrome","Wed Dec 03 06:16:11 UTC 2025","passed","Wed Dec 03 06:16:25 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","11546","Laptop TC_003:Successful login with session (talent) @regression","Browser:Google Chrome","Wed Dec 03 06:07:27 UTC 2025","passed","Wed Dec 03 06:07:38 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","24301","Laptop TC_010:Successful Sign up @regression","Browser:Google Chrome","Wed Dec 03 06:09:27 UTC 2025","passed","Wed Dec 03 06:09:52 UTC 2025","Signup to 80LV","functional/2_Signup/signup.spec.js","",""
"","21795","Tablet TC_131:Check expantion and collapse of events card in all events tab @regression","Browser:Google Chrome","Wed Dec 03 06:08:14 UTC 2025","passed","Wed Dec 03 06:08:35 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8520","Desktop TC_047:Successful redirection on all sponsored tag present @regression","Browser:Google Chrome","Wed Dec 03 06:07:02 UTC 2025","passed","Wed Dec 03 06:07:10 UTC 2025","All Articles banner","functional/5_AllArticles/bannerAllArticles.spec.js","",""
"","59726","Laptop TC_057:Article pagination with two filters popular tab and pagination check @regression","Browser:Google Chrome","Wed Dec 03 06:14:59 UTC 2025","passed","Wed Dec 03 06:15:58 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","15467","Laptop TC_066:Article pagination without filter popular button result @regression","Browser:Google Chrome","Wed Dec 03 06:16:38 UTC 2025","passed","Wed Dec 03 06:16:54 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","93572","Mobile TC_133:Check expantion and collapse of events card of events in offline events tab @regression","Browser:Google Chrome","Wed Dec 03 06:09:06 UTC 2025","passed","Wed Dec 03 06:10:40 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10804","Desktop TC_098:Successful Articles submenu Props Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:16:00 UTC 2025","passed","Wed Dec 03 06:16:11 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","6266","Mobile TC_143:Successful redirection of Google button @regression","Browser:Google Chrome","Wed Dec 03 06:13:17 UTC 2025","passed","Wed Dec 03 06:13:23 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15237","Tablet TC_104:Successful Articles submenu SPosored by unreal engine Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:08:32 UTC 2025","passed","Wed Dec 03 06:08:47 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","12166","Laptop TC_055:Articles Filter Applied single filter @regression","Browser:Google Chrome","Wed Dec 03 06:07:18 UTC 2025","passed","Wed Dec 03 06:07:31 UTC 2025","All Articles filters","functional/5_AllArticles/filterAllArticles.spec.js","",""
"","29139","Laptop TC_054:Successful bookmark of article with login @regression","Browser:Google Chrome","Wed Dec 03 06:14:28 UTC 2025","passed","Wed Dec 03 06:14:57 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","47076","Tablet TC_129:Invalid Search functionality in Online events @regression","Browser:Google Chrome","Wed Dec 03 06:07:35 UTC 2025","passed","Wed Dec 03 06:08:23 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10365","Mobile TC_122:Check pagination of offline events if present with newest filter @regression","Browser:Google Chrome","Wed Dec 03 06:13:13 UTC 2025","passed","Wed Dec 03 06:13:24 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","6566","Mobile TC_152: Footer form Disclaimer link @regression","Browser:Google Chrome","Wed Dec 03 06:14:26 UTC 2025","passed","Wed Dec 03 06:14:33 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","7557","Laptop TC_116:Check pagination of all events if present with newest filter @regression","Browser:Google Chrome","Wed Dec 03 06:11:39 UTC 2025","passed","Wed Dec 03 06:11:46 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","23750","Desktop TC_133:Check expantion and collapse of events card of events in offline events tab @regression","Browser:Google Chrome","Wed Dec 03 06:08:42 UTC 2025","passed","Wed Dec 03 06:09:06 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10146","Mobile TC_124:Check pagination of offline events if present with Z-A filter @regression","Browser:Google Chrome","Wed Dec 03 06:13:43 UTC 2025","passed","Wed Dec 03 06:13:53 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","15150","Desktop TC_007:Login with Google redirection link @regression","Browser:Google Chrome","Wed Dec 03 06:08:22 UTC 2025","passed","Wed Dec 03 06:08:37 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","12316","Tablet TC_033:Successful redirection on Talent Platform submenu (with company login) @regression","Browser:Google Chrome","Wed Dec 03 06:12:56 UTC 2025","passed","Wed Dec 03 06:13:08 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","47210","Tablet TC_047:Successful redirection on all sponsored tag present @regression","Browser:Google Chrome","Wed Dec 03 06:07:01 UTC 2025","passed","Wed Dec 03 06:07:48 UTC 2025","All Articles banner","functional/5_AllArticles/bannerAllArticles.spec.js","",""
"","22621","Mobile TC_051:Articles Popular button result with five filters applied @regression","Browser:Google Chrome","Wed Dec 03 06:11:24 UTC 2025","passed","Wed Dec 03 06:11:47 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","14648","Tablet TC_143:Successful redirection of Google button @regression","Browser:Google Chrome","Wed Dec 03 06:13:06 UTC 2025","passed","Wed Dec 03 06:13:20 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10797","Laptop TC_129:Invalid Search functionality in Online events @regression","Browser:Google Chrome","Wed Dec 03 06:07:35 UTC 2025","passed","Wed Dec 03 06:07:46 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10180","Desktop TC_123:Check pagination of offline events if present with A-Z filter @regression","Browser:Google Chrome","Wed Dec 03 06:13:17 UTC 2025","passed","Wed Dec 03 06:13:28 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","10571","Tablet TC_122:Check pagination of offline events if present with newest filter @regression","Browser:Google Chrome","Wed Dec 03 06:13:13 UTC 2025","passed","Wed Dec 03 06:13:23 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","11833","Tablet TC_062:Successful Pagination Left Arrow visibility and functionality Check @regression","Browser:Google Chrome","Wed Dec 03 06:15:52 UTC 2025","passed","Wed Dec 03 06:16:04 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","84678","Mobile TC_015:Successful search results @regression","Browser:Google Chrome","Wed Dec 03 06:11:04 UTC 2025","passed","Wed Dec 03 06:12:29 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","15916","Laptop TC_007:Login with Google redirection link @regression","Browser:Google Chrome","Wed Dec 03 06:08:22 UTC 2025","passed","Wed Dec 03 06:08:38 UTC 2025","Login to 80LV","functional/1_Login/login.spec.js","",""
"","14361","Laptop TC_018:Successful search modal close @regression","Browser:Google Chrome","Wed Dec 03 06:11:44 UTC 2025","passed","Wed Dec 03 06:11:58 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","8632","Mobile TC_148: Footer form email field validation @regression","Browser:Google Chrome","Wed Dec 03 06:13:56 UTC 2025","passed","Wed Dec 03 06:14:04 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8400","Tablet TC_049:Successful new button result @regression","Browser:Google Chrome","Wed Dec 03 06:10:31 UTC 2025","passed","Wed Dec 03 06:10:39 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","16088","Tablet TC_066:Article pagination without filter popular button result @regression","Browser:Google Chrome","Wed Dec 03 06:16:39 UTC 2025","passed","Wed Dec 03 06:16:55 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","7562","Desktop TC_075:Articles partners Become a partner redirection @regression","Browser:Google Chrome","Wed Dec 03 06:18:02 UTC 2025","passed","Wed Dec 03 06:18:10 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","5402","Tablet TC_075:Articles partners Become a partner redirection @regression","Browser:Google Chrome","Wed Dec 03 06:18:10 UTC 2025","passed","Wed Dec 03 06:18:15 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","15458","Mobile TC_017:Successfully clearred searched value @regression","Browser:Google Chrome","Wed Dec 03 06:11:33 UTC 2025","passed","Wed Dec 03 06:11:48 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","11956","Desktop TC_109:Successful Articles submenu Scuplting Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:39 UTC 2025","passed","Wed Dec 03 06:09:51 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","15267","Desktop TC_089:Successful Articles submenu News Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:14:00 UTC 2025","passed","Wed Dec 03 06:14:15 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","13277","Laptop TC_107:Successful Articles submenu Feature Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:14 UTC 2025","passed","Wed Dec 03 06:09:27 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","13062","Laptop TC_110:Successful Articles submenu 80 level China Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:09:57 UTC 2025","passed","Wed Dec 03 06:10:10 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","13049","Desktop TC_090:Successful Articles submenu Interviews Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:14:16 UTC 2025","passed","Wed Dec 03 06:14:29 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","33448","Tablet TC_016:Invaild Search results @regression","Browser:Google Chrome","Wed Dec 03 06:11:10 UTC 2025","passed","Wed Dec 03 06:11:44 UTC 2025","Navbar Search","functional/3_Navbar/search.spec.js","",""
"","8095","Tablet TC_159: Footer form Podcasts Round Table redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:34 UTC 2025","passed","Wed Dec 03 06:15:42 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","13018","Desktop TC_032:Successful redirection on Job board submenu @regression","Browser:Google Chrome","Wed Dec 03 06:12:29 UTC 2025","passed","Wed Dec 03 06:12:42 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
"","6025","Tablet TC_132:Check expantion and collapse of events card of events in online events tab @regression","Browser:Google Chrome","Wed Dec 03 06:08:35 UTC 2025","passed","Wed Dec 03 06:08:41 UTC 2025","Events Page","functional/6_Events/events.spec.js","",""
"","8484","Laptop TC_087:Articles Footer form Instagram redirection @regression","Browser:Google Chrome","Wed Dec 03 06:10:12 UTC 2025","passed","Wed Dec 03 06:10:20 UTC 2025","Articles footer subscribe form","functional/5_AllArticles/footerSubscribeForm.spec.js","",""
"","5334","Mobile TC_075:Articles partners Become a partner redirection @regression","Browser:Google Chrome","Wed Dec 03 06:18:11 UTC 2025","passed","Wed Dec 03 06:18:16 UTC 2025","Articles","functional/5_AllArticles/articles.spec.js","",""
"","15619","Tablet TC_093:Successful Articles submenu Marketplace Redirection @regression","Browser:Google Chrome","Wed Dec 03 06:15:10 UTC 2025","passed","Wed Dec 03 06:15:26 UTC 2025","Menubar","functional/4_Menubar/menubar.spec.js","",""
